method,bits_per_weight,conversion_ms,materialization_ms,total_model_bytes,incremental_plane_bytes,arc_easy_accuracy,arc_elapsed_s,cross_entropy,perplexity,next_token_agreement,evaluated_tokens,wikitext_elapsed_s,wikitext_tokens_per_s,generated_tokens,generation_elapsed_s,generation_tokens_per_s,group_size,embedding_bits,effective_bits_per_weight,weight_payload_bytes,exponent_bytes,other_model_bytes
bfloat16_source_reference,16,0.0,0.0,988065664,0,0.4,22.109895958099514,3.3172994750335736,27.585753861709552,1.0,8191,5.3979606670327485,1517.4249138244613,64,4.0292600421234965,15.883809764303717,,,,,,
block_dyadic,4,58660.35274998285,3138.7064170558006,262560128,61745152,0.33,22.647107917116955,3.8373824929801,46.403852925861344,0.599926769733429,8191,5.732029125094414,1428.9878542557274,64,2.9261163340415806,21.871994375426137,32.0,4.0,4.251703854591281,246980608.0,15436288.0,143232.0
block_dyadic,5,58660.35274998285,3130.319165997207,324305280,61745152,0.47,22.0977592500858,3.46087168843853,31.844723096674972,0.7609571218490601,8191,5.3626387079712,1527.419698780869,64,2.9828253330197185,21.45616751055564,32.0,5.0,5.251559022093045,308725760.0,15436288.0,143232.0
block_dyadic,6,58660.35274998285,3131.0250000096858,386050432,61745152,0.47,22.128214959055185,3.363203516054206,28.88156539703775,0.8699792623519897,8191,5.4046429169829935,1515.5487838542385,64,2.8765620421618223,22.248781379282224,32.0,6.0,6.251414189594809,370470912.0,15436288.0,143232.0
block_dyadic,8,58660.35274998285,3146.0416251793504,509540736,61745152,0.43,22.29313954198733,3.3236479062385547,27.761437189056387,0.9453058242797852,8191,5.345857416978106,1532.2144533795272,64,2.978616249980405,21.48648722386478,32.0,8.0,8.251124524598335,493961216.0,15436288.0,143232.0
