method,bits_per_weight,conversion_ms,materialization_ms,total_model_bytes,incremental_plane_bytes,latency_batch1_ms,latency_batch_ms,top1_accuracy,reference_agreement,logit_mae,images,elapsed_s,images_per_s,weight_payload_bytes,exponent_bytes,other_model_bytes
fp16_reference,16,0.0,0.0,23369424,0,1.7661472006390493,33.56594159267843,0.6685350318471338,1.0,0.0,3925,6.18975216592662,634.112625963663,,,
per_channel_dyadic,4,454.12445813417435,9.609708096832037,6637904,1394688,1.7758722029005487,33.780666696839035,0.32152866242038214,0.3831847133757962,1.5396257633359873,3925,2.4841822921298444,1579.9967709434288,5578752.0,4736.0,1054416.0
per_channel_dyadic,5,454.12445813417435,7.552749942988157,8032592,1394688,1.7571221959466736,33.83773749228567,0.6540127388535032,0.821656050955414,0.599499375995223,3925,2.485077084042132,1579.4278677326758,6973440.0,4736.0,1054416.0
per_channel_dyadic,6,454.12445813417435,6.547875003889203,9427280,1394688,1.7933694335321586,34.47708340827376,0.6585987261146496,0.9256050955414012,0.25668386046974523,3925,2.524213124997914,1554.940017199714,8368128.0,4736.0,1054416.0
per_channel_dyadic,8,454.12445813417435,7.268042070791125,12216656,1394688,1.812666670108835,34.995837486349046,0.6677707006369427,0.9620382165605096,0.13350674462579618,3925,2.5968933750409633,1511.4213150696212,11157504.0,4736.0,1054416.0
