shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,16,1,4.00594687089324,6.861396873136982,0.5838383852385658,0.000148773193359375
resnet_layer2_stride2_3x3,6,16,1,0.45503334840759635,0.5526978988200426,0.8232948766026599,9.918212890625e-05
resnet_layer3_stride2_3x3,6,16,1,0.28643124969676137,0.6452552217524499,0.4439038074249786,0.0002288818359375
resnet_layer4_stride2_3x3,6,16,1,0.23876979830674827,0.8958583464846015,0.2665262864868027,0.0003814697265625
resnet_downsample,6,16,1,0.27453022194094956,0.5764437490142882,0.47624806828141153,2.6702880859375e-05
