subkernel,materialized_gate_ms,arm64_amx_ms,speedup_vs_arm64_gate,best_threads,passes_fixed_gate,correct,op_tree
linear_gemm_qwen_seq,0.192396,0.305879,0.628993,2,false,true,"pack_weight_k_nr -> microkernel_16x16_amx -> apply_scale_bias -> contiguous_writeback"
