shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,12,4,3.1111604534089565,6.164191651623696,0.5047150752669172,0.000148773193359375
resnet_layer2_stride2_3x3,6,12,4,0.268587504979223,0.6169041502289474,0.43537963698176446,9.918212890625e-05
resnet_layer3_stride2_3x3,6,12,4,0.2034457982517779,0.65689169568941,0.3097098038943252,0.0002288818359375
resnet_layer4_stride2_3x3,6,12,4,0.2036437508650124,0.9220687439665198,0.22085528025707232,0.0003814697265625
resnet_downsample,6,12,4,0.19391250098124146,0.5676291533745825,0.34161829044266373,2.86102294921875e-05
