shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,16,1,4.152508353581652,7.653128122910857,0.5425896818779836,0.000148773193359375
resnet_downsample,6,16,1,0.255162495886907,0.6315270729828626,0.40404047079361105,2.6702880859375e-05
