shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,12,4,2.900493750348687,5.545705201802775,0.5230162161172589,0.000148773193359375
resnet_layer2_stride2_3x3,6,12,4,0.2710333501454443,0.6041750020813197,0.44860073523691435,9.918212890625e-05
resnet_layer3_stride2_3x3,6,12,4,0.20655417465604842,0.6929146009497344,0.2980947065813559,0.0002288818359375
resnet_layer4_stride2_3x3,6,12,4,0.1948989520315081,0.7262052036821842,0.268379999266438,0.00042724609375
resnet_downsample,6,12,4,0.18746147397905588,0.5886572762392461,0.31845605506941277,2.6702880859375e-05
