shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,16,1,4.357249999884516,10.125547950156033,0.43032239058404453,0.000148773193359375
resnet_downsample,6,16,1,0.528797903098166,1.0391666437499225,0.5088672796404945,2.6702880859375e-05
