op,shape,dyop_threads,torch_threads,torch_ms,native_ms,speedup_vs_torch,max_abs_error
relu,resnet_relu,16,1,0.10629417840391397,0.089307501912117,1.1902043627702485,0.0
maxpool2d,resnet_maxpool,16,1,14.918222497217357,9.463022500276566,1.5764754333809687,0.0
adaptive_avgpool2d,resnet_global_avgpool,16,1,0.018983338959515095,0.06805332377552986,0.2789480058627348,1.1920928955078125e-07
