shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,16,1,4.046972957439721,9.17816039873287,0.44093508738400805,0.000148773193359375
resnet_downsample,6,16,1,0.40641664527356625,0.8734437520615757,0.46530374086975534,2.6702880859375e-05
