shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,16,1,4.47491459781304,15.653183357790112,0.2858788845392277,0.000133514404296875
resnet_downsample,6,16,1,0.6632791482843459,1.144185394514352,0.5796955209045243,2.6702880859375e-05
