subkernel,shape,source,materialized_ms,dyop_native_ms,speedup_vs_materialized,passes_speed_gate,max_abs_error
linear_gemm_qwen_seq,linear_gemm_qwen_seq,results/level2/arm64_neon_gate_results_fresh_combined_audit.csv,0.192396,0.312479,0.615708,False,
linear_output_projection,linear_output_projection,results/level2/arm64_neon_gate_results_fresh_combined_audit.csv,10.843443,6.112917,1.773857,True,
embedding_qwen_vocab_width,embedding_qwen_vocab_width,results/level2/arm64_neon_gate_results_fresh_combined_audit.csv,0.015501,0.005807,2.669422,True,
resnet_layer2_stride2_3x3,resnet_layer2_stride2_3x3,results/level2/arm64_neon_gate_results_fresh_combined_audit.csv,0.347237,0.428229,0.810867,False,
resnet_layer3_stride2_3x3,resnet_layer3_stride2_3x3,results/level2/arm64_neon_gate_results_fresh_combined_audit.csv,0.262369,0.4219,0.621875,False,
resnet_layer4_stride2_3x3,resnet_layer4_stride2_3x3,results/level2/arm64_neon_gate_results_fresh_combined_audit.csv,0.228865,0.463487,0.493789,False,
resnet_downsample,resnet_downsample,results/level2/arm64_neon_gate_results_fresh_combined_audit.csv,0.265602,0.371129,0.715659,False,
adaptive_avgpool2d_resnet_global,adaptive_avgpool2d_resnet_global,results/level2/arm64_neon_gate_results_fresh_combined_audit.csv,0.013332,0.003179,4.193921,True,
