shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,1,1,9.423554199747741,39.00048544164747,0.2416265872856189,0.000148773193359375
resnet_downsample,6,1,1,0.2446396043524146,2.5968916481360793,0.09420477921287353,2.6702880859375e-05
