shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,16,1,4.453577089589089,10.086250002495944,0.44154934574167864,0.000148773193359375
resnet_downsample,6,16,1,0.5366020486690104,3.0703812488354743,0.17476723741474495,1.9073486328125e-05
