shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,16,1,4.098712501581758,8.372891694307327,0.4895217388717025,0.000148773193359375
resnet_downsample,6,16,1,0.31437084544450045,0.7519416976720095,0.4180787505438039,2.6702880859375e-05
