shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,16,1,4.093029152136296,8.898579142987728,0.4599643478320571,0.000148773193359375
resnet_downsample,6,16,1,0.4109957953915,2.554537495598197,0.16088853504781184,0.0
