subkernel,shape,source,materialized_ms,dyop_native_ms,speedup_vs_materialized,passes_speed_gate,max_abs_error
linear_gemm_qwen_seq,linear_gemm_qwen_seq,results/level2/arm64_neon_gate_results_latest.csv,0.192396,0.3148,0.611169,False,
linear_output_projection,linear_output_projection,results/level2/arm64_neon_gate_results_latest.csv,10.843443,6.295417,1.722434,True,
embedding_qwen_vocab_width,embedding_qwen_vocab_width,results/level2/arm64_neon_gate_results_latest.csv,0.015501,0.005334,2.90621,True,
resnet_conv3x3,resnet_conv3x3,results/level2/arm64_neon_gate_results_latest.csv,3.93554,8.763646,0.449076,False,
resnet_layer2_stride2_3x3,resnet_layer2_stride2_3x3,results/level2/arm64_neon_gate_results_latest.csv,0.347237,0.418808,0.829107,False,
resnet_layer3_stride2_3x3,resnet_layer3_stride2_3x3,results/level2/arm64_neon_gate_results_latest.csv,0.262369,0.474538,0.552894,False,
resnet_layer4_stride2_3x3,resnet_layer4_stride2_3x3,results/level2/arm64_neon_gate_results_latest.csv,0.228865,0.490379,0.46671,False,
resnet_downsample,resnet_downsample,results/level2/arm64_neon_gate_results_latest.csv,0.265602,0.382583,0.694233,False,
adaptive_avgpool2d_resnet_global,adaptive_avgpool2d_resnet_global,results/level2/arm64_neon_gate_results_latest.csv,0.013332,0.003163,4.215466,True,
