shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,16,1,4.5315520954318345,10.602112498600036,0.4274197331928148,0.000148773193359375
resnet_downsample,6,16,1,0.5791812436655164,1.0704771033488214,0.5410496327792886,2.6702880859375e-05
