subkernel,materialized_gate_ms,arm64_neon_ms,speedup_vs_arm64_gate,best_threads,passes_fixed_gate,correct,op_tree
linear_output_projection,10.843443,6.112917,1.773857,8,true,true,"pack_weight_k_nr -> microkernel_4x8 -> apply_scale_bias -> contiguous_writeback"
