method,execution_backend,linear_backend,embedding_backend,conv_backend,bits_per_weight,conversion_ms,materialization_ms,level2_load_ms,level2_build_ms,level1_forward_ms,level2_forward_ms,max_abs_error_vs_level1_materialized,allclose_vs_level1_materialized,total_model_bytes,incremental_plane_bytes,weight_payload_bytes,exponent_bytes,other_model_bytes,level2_replaced_modules,level2_shared_weight_modules
level2_native_dyop,level2-native,native-cpu,native-cpu,native-cpu,4,1.8879170529544353,0.1489170826971531,1.1187091004103422,0.23854104802012444,0.5288750398904085,0.06741611286997795,3.3527612686157227e-08,True,307,61,242,33,32,"embed,proj,conv,head",
level2_native_dyop,level2-native,native-cpu,native-cpu,native-cpu,6,1.8879170529544353,0.09962497279047966,0.4847920499742031,0.20633311942219734,0.07966696284711361,0.05625002086162567,2.9802322387695312e-08,True,428,61,363,33,32,"embed,proj,conv,head",
