method,execution_backend,bits_per_weight,conversion_ms,materialization_ms,level2_load_ms,level2_build_ms,level1_forward_ms,level2_forward_ms,max_abs_error_vs_level1_materialized,allclose_vs_level1_materialized,total_model_bytes,incremental_plane_bytes,weight_payload_bytes,exponent_bytes,other_model_bytes,level2_replaced_modules,level2_shared_weight_modules
level2_native_dyop,level2-native,4,2.0720839966088533,0.1620831899344921,0.769374892115593,0.2573749516159296,0.10666693560779095,12.339707929641008,3.3527612686157227e-08,True,307,61,242,33,32,"embed,proj,conv,head",
level2_native_dyop,level2-native,6,2.0720839966088533,0.13520801439881325,0.6767499726265669,0.2502498682588339,0.0968750100582838,14.079416869208217,2.9802322387695312e-08,True,428,61,363,33,32,"embed,proj,conv,head",
