shape,bits,dyop_threads,torch_threads,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error
resnet_conv3x3,6,16,1,4.983873614886154,14.946775701052198,0.33344138659519107,0.000148773193359375
resnet_downsample,6,16,1,0.7828749987917641,1.1620375017325084,0.6737088928924908,2.6702880859375e-05
