method,execution_backend,level2_linear_backend,level2_conv_backend,level2_spatial_backend,bits_per_weight,conversion_ms,materialization_ms,level2_build_ms,level2_native_residual_blocks,total_model_bytes,incremental_plane_bytes,latency_batch1_ms,latency_batch_ms,top1_accuracy,reference_agreement,logit_mae,logit_cosine,images,elapsed_s,images_per_s,level2_replaced_modules,level2_shared_weight_modules,weight_payload_bytes,exponent_bytes,other_model_bytes
fp32_reference,torch_fp32,,,,16,0.0,0.0,0.0,,46738848,0,7.345082936808467,7.4780333787202835,0.4,1.0,0.0,1.0,10,0.08942529186606407,111.82518716268112,,,,,
per_channel_dyadic_level2_native,level2-native,native-cpu,native-cpu,native-cpu,6,124.29887498728931,0.0,8.257166016846895,"layer1.0,layer1.1,layer2.0,layer2.1,layer3.0,layer3.1,layer4.0,layer4.1",9427280,1394688,35.67041689530015,36.03273341432214,0.4,1.0,0.3005734436035156,0.9884815514087677,10,0.38990962505340576,25.64696882932886,"layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.downsample.0,layer2.1.conv1,layer2.1.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.downsample.0,layer3.1.conv1,layer3.1.conv2,layer4.0.conv1,layer4.0.conv2,layer4.0.downsample.0,layer4.1.conv1,layer4.1.conv2,relu,maxpool,layer1.0.relu,layer1.1.relu,layer2.0.relu,layer2.1.relu,layer3.0.relu,layer3.1.relu,layer4.0.relu,layer4.1.relu,avgpool",,8368128.0,4736.0,1054416.0
