op,shape,bits,torch_materialized_ms,dyop_native_ms,speedup_vs_torch,max_abs_error,passes_torch_speed
linear,gemv_qwen_mlp,6,0.5680740003299434,0.1676155996392481,3.389147558774868,0.0001068115234375,True
linear,gemm_qwen_seq,6,0.7057413997245021,0.1715776001219637,4.11324904429736,0.0001678466796875,True
linear,output_projection_gemv,6,32.493893000355456,2.2629776001849677,14.358910577682924,0.0001602172851562,True
linear,output_projection,6,100.15866899993851,4.251461000239942,23.55864701435243,0.0001754760742187,True
embedding,qwen_vocab_width,6,0.1209235997521318,0.0825345996418036,1.4651261443919843,0.0,True
