method,execution_backend,level2_linear_backend,level2_conv_backend,level2_spatial_backend,bits_per_weight,conversion_ms,materialization_ms,level2_build_ms,level2_native_residual_blocks,total_model_bytes,incremental_plane_bytes,latency_batch1_ms,latency_batch_ms,top1_accuracy,reference_agreement,logit_mae,logit_cosine,images,elapsed_s,images_per_s,level2_replaced_modules,level2_shared_weight_modules,weight_payload_bytes,exponent_bytes,other_model_bytes
fp32_reference,torch_fp32,,,,16,0.0,0.0,0.0,,46738848,0,7.490652690952023,7.380608422681689,0.65,1.0,0.0,1.0,200,1.7305609579198062,115.56946265585864,,,,,
per_channel_dyadic_level2_native,level2-native,native-cpu,native-cpu,native-cpu,6,194.20958310365677,0.0,7.736583007499576,"layer1.0,layer1.1,layer2.0,layer2.1,layer3.0,layer3.1,layer4.0,layer4.1",9427280,1394688,33.83768070489168,34.706291602924466,0.65,0.93,0.26937482078552244,0.9918757998943328,200,6.910547332838178,28.941267654679322,"layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.downsample.0,layer2.1.conv1,layer2.1.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.downsample.0,layer3.1.conv1,layer3.1.conv2,layer4.0.conv1,layer4.0.conv2,layer4.0.downsample.0,layer4.1.conv1,layer4.1.conv2,relu,maxpool,layer1.0.relu,layer1.1.relu,layer2.0.relu,layer2.1.relu,layer3.0.relu,layer3.1.relu,layer4.0.relu,layer4.1.relu,avgpool",,8368128.0,4736.0,1054416.0
per_channel_dyadic_level2_native,level2-native,native-cpu,native-cpu,native-cpu,8,194.20958310365677,0.0,7.677457993850112,"layer1.0,layer1.1,layer2.0,layer2.1,layer3.0,layer3.1,layer4.0,layer4.1",12216656,1394688,36.594763631001115,34.7832249943167,0.655,0.99,0.09446998132705689,0.998985447883606,200,7.118432583054528,28.096072789408897,"layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.downsample.0,layer2.1.conv1,layer2.1.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.downsample.0,layer3.1.conv1,layer3.1.conv2,layer4.0.conv1,layer4.0.conv2,layer4.0.downsample.0,layer4.1.conv1,layer4.1.conv2,relu,maxpool,layer1.0.relu,layer1.1.relu,layer2.0.relu,layer2.1.relu,layer3.0.relu,layer3.1.relu,layer4.0.relu,layer4.1.relu,avgpool",,11157504.0,4736.0,1054416.0
